Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore,energy_mode,primary_food_source,id
Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,lacrymans,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,2067
Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,fonticola,,,,N/A,N/A,2068
Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,liquefaciens,Facultative anaerobe,,,mixed,N/A,2069
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguinis,Facultative anaerobe,,Chains - Pairs,mixed,N/A,2070
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,multitudinisentens,Facultative anaerobe,,,mixed,N/A,2071
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. 'group b',,,,N/A,N/A,2072
Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,denitrificans,Facultative,,Pairs - Singles,mixed,organic_unspecified,2073
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. 2_1_36faa,Facultative anaerobe,,,mixed,carbohydrates,2074
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. gmd4s,,,,N/A,N/A,2075
Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,putrefaciens,Facultative,,Pairs - Singles,mixed,organic_unspecified,2076
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. i-g2,Facultative anaerobe,,,mixed,carbohydrates,2077
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,boydii,Facultative anaerobe,,Pairs - Singles,mixed,organic_unspecified,2078
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. i-p16,Facultative anaerobe,,,mixed,carbohydrates,2079
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,,Pairs - Singles,mixed,organic_unspecified,2080
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,suis,Facultative anaerobe,,Chains - Pairs - Singles,mixed,N/A,2081
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,,Pairs - Singles,mixed,organic_unspecified,2082
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,Anaerobe,,Chains - Pairs,mixed,N/A,2083
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,lenta,Aerobe,,,mixed,carbohydrates,2084
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thoraltensis,Anaerobe,,,mixed,carbohydrates,2085
Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,meliloti,Aerobe,,,respirer,N/A,2086
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uberis,Facultative anaerobe,,Chains - Pairs,mixed,N/A,2087
Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Sistotrema,brinkmannii,Aerobe,,Sporulating (basidiospores)/reproduction by budding,fermenter,complex_carbs_fiber,2088
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,urinalis,,,,N/A,N/A,2089
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,vestibularis,Facultative anaerobe,,,mixed,carbohydrates,2090
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,actuosus,,,,N/A,N/A,2091
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,alboniger,,,,N/A,N/A,2092
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,albosporeus,,,,N/A,N/A,2093
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,albus,,,,N/A,N/A,2094
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,antibioticus,,,,N/A,N/A,2095
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,anulatus,,,,N/A,N/A,2096
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,armeniacus,,,,N/A,N/A,2097
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,aurantiogriseus,,,,N/A,N/A,2098
Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,avermitilis,Aerobe,,Sporulating,respirer,N/A,2099
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,azureus,,,,N/A,N/A,2100
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,californicus,,,,N/A,N/A,2101
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,calvus,,,,N/A,N/A,2102
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,candidus,,,,N/A,N/A,2103
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,cavourensis,,,,N/A,N/A,2104
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,cellulosae,,,,N/A,N/A,2105
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,coeruleorubidus,,,,N/A,N/A,2106
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,collinus,,,,N/A,N/A,2107
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,diastatochromogenes,,,,N/A,N/A,2108
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,echinatus,,,,N/A,N/A,2109
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,ehimensis,,,,N/A,N/A,2110
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,eurythermus,,,,N/A,N/A,2111
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,filamentosus,,,,N/A,N/A,2112
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,filipinensis,,,,N/A,N/A,2113
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,griseosporeus,,,,N/A,N/A,2114
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,fradiae,,,,N/A,N/A,2115
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,griseus,Aerobe,,Filaments,respirer,N/A,2116
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,griseoruber,,,,N/A,N/A,2117
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,kanamyceticus,,,,N/A,N/A,2118
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,griseorubiginosus,,,,N/A,N/A,2119
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,kitasatoensis,,,,N/A,N/A,2120
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,lavendofoliae,,,,N/A,N/A,2121
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,lavendulae,,,,N/A,N/A,2122
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,lividans,,,,N/A,N/A,2123
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified Erysipelotrichaceae,dolichus,Obligate anaerobe,,,fermenter,carbohydrates,2124
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,mediolani,,,,N/A,N/A,2125
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,microflavus,,,,N/A,N/A,2126
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unclassified Lachnospiraceae,bacterium,Anaerobe,,,fermenter,N/A,2127
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,murinus,,,,N/A,N/A,2128
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unclassified Lachnospiraceae,rectale,Anaerobe,,,fermenter,carbohydrates,2129
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,nashvillensis,,,,N/A,N/A,2130
Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Unclassified Peptostreptococcaceae,hiranonis,Anaerobe,,,fermenter,carbohydrates,2131
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,nodosus,,,,N/A,N/A,2132
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified Ruminococcaceae,bacterium,Obligate anaerobe,,,fermenter,N/A,2133
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,noursei,,,,N/A,N/A,2134
Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,parvum,Facultative anaerobe,,,mixed,N/A,2135
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,rimosus,,,,N/A,N/A,2136
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,roseoverticillatus,,,,N/A,N/A,2137
Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,urealyticum,Facultative anaerobe,,,mixed,N/A,2138
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sclerotialus,,,,N/A,N/A,2139
Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,thermosphaericus,Aerobe,,,respirer,N/A,2140
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,somaliensis,,,,N/A,N/A,2141
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,bromivora,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,2142
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,tendae,,,,N/A,N/A,2143
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,maydis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,2144
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,vinaceus,,,,N/A,N/A,2145
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,violaceoruber,,,,N/A,N/A,2146
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,polyspora,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,complex_carbs_fiber,2147
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,violaceus,,,,N/A,N/A,2148
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,cambriense,Facultative anaerobe,,,mixed,carbohydrates,2149
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,viridochromogenes,,,,N/A,N/A,2150
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,atypica,Anaerobe,,,fermenter,carbohydrates,2151
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,,,,N/A,N/A,2152
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,ratti,,,,N/A,N/A,2153
Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,roseum,,,,N/A,N/A,2154
Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Veillonella,ruminantium,Anaerobe,,,fermenter,carbohydrates,2155
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,stutzeri,Aerobe,,Singles,respirer,organic_unspecified,2156
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,seminalis,Obligate anaerobe,,,fermenter,carbohydrates,2157
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,sp. 4_3_54a2faa,,,,N/A,N/A,2158
Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,sp. 3_1_44,Obligate anaerobe,,,fermenter,carbohydrates,2159
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,variabile,Anaerobe,,,fermenter,carbohydrates,2160
Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,sp. 6_1_27,Obligate anaerobe,,,fermenter,carbohydrates,2161
Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,dextrinosolvens,Facultative anaerobe,,,mixed,N/A,2162
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,faecis,Anaerobic,,,N/A,carbohydrates,2163
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,lignohabitans,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,2164
Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Verruconis,gallopava,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,2165
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Suhomyces,tanzawaensis,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,2166
Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,albo-atrum,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,2167
Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,acidocaldarius,Aerobe,,Singles,respirer,inorganic,2168
Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,dahliae,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,2169
Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,solfataricus,Aerobe,,Singles,respirer,inorganic,2170
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,fischeri,Facultative anaerobe,,,mixed,carbohydrates,2171
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,denitrificans,Anaerobe,,Singles,fermenter,N/A,2172
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,fluvialis,Aerobe,,,respirer,N/A,2173
Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,parvirubra,Facultative anaerobe,,,mixed,N/A,2174
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,furnissii,Facultative anaerobe,,,mixed,carbohydrates,2175
Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,nodorum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,2176
Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,wadsworthensis,Microaerophile/ anaerobe,,,mixed,carbohydrates,2177
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,mimicus,Facultative anaerobe,,,mixed,carbohydrates,2178
Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,excrementihominis,Facultative anaerobe,,,mixed,N/A,2179
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,parahaemolyticus,Facultative anaerobe,,Singles,mixed,organic_unspecified,2180
Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,fumaroxidans,Anaerobe,,Singles - Pairs,fermenter,N/A,2181
Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Parengyodontium,album,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,2182
Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,glycolicus,,,,N/A,N/A,2183
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,vulnificus,Facultative anaerobe,,Singles,mixed,organic_unspecified,2184
Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,micra,Anaerobe,,,fermenter,carbohydrates,2185
Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,wolfei,Anaerobe,,Pairs - Singles,fermenter,N/A,2186
Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,Aerobe,,Sporulating (basidiospores)/reproduction by budding,fermenter,complex_carbs_fiber,2187
Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,hungatei,Anaerobe,,Chains - Singles,fermenter,inorganic,2188
Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,bermudensis,,,,N/A,N/A,2189
Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus,lipocalidus,,,,N/A,N/A,2190
Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Volvox,carteri,,,,N/A,N/A,2191
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,marburgensis,Obligate anaerobe,,Nonsporulating,fermenter,inorganic,2192
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,pentosaceus,Facultative anaerobe,,Tetrads,mixed,N/A,2193
Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,aciditrophicus,Anaerobe,,Nonsporulating,fermenter,N/A,2194
Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,ichthyophaga,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,2195
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,carbinolicus,Anaerobe,,,fermenter,N/A,2196
Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,okinawensis,Anaerobic,,,respirer,inorganic,2197
Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,mellicola,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,2198
Nematoda,Chromadorea,Rhabditida,Oxyuridae,Syphacia,muris,,,,N/A,N/A,2199
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,propionicus,Anaerobe,,Singles,fermenter,N/A,2200
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,fervidus,Anaerobe,,Singles - Chains,fermenter,N/A,2201
Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,sebi,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,2202
Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,asiatica,,,,N/A,N/A,2203
Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,Anaerobe,,Sporulating,fermenter,N/A,2204
Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,infernorum,Aerobe,,,respirer,inorganic,2205
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Waltera,hominis,Anaerobic,,,N/A,carbohydrates,2206
Basidiomycota,Agaricomycetes,Polyporales,,Taiwanofungus,camphoratus,,,,N/A,N/A,2207
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,aethiopicum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,2208
Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,petroleiphilum,Facultative aerobe,,,mixed,c1_compounds,2209
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,anomalus,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,complex_carbs_fiber,2210
Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,marneffei,Aerobic,,Sporulating (ascospores); reproduction also by budding,respirer,organic_unspecified,2211
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,aurantiacobrunneum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,2212
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,ciferrii,Aerobe,,Sporulating (ascospores)/reproduction by budding,respirer,organic_unspecified,2213
Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,pinophilus,,,,N/A,N/A,2214
Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,flagellatus,Aerobe,,,respirer,N/A,2215
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,aurantiogriseum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,2216
Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Wigglesworthia,glossinidia,Na,,,N/A,N/A,2217
Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,stipitatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,2218
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,tundripaludum,,,,N/A,N/A,2219
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,brevicompactum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,2220
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Winkia,neuii,,,,N/A,N/A,2221
Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,verruculosus,,,,N/A,N/A,2222
Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,mesophilicum,Aerobe,,,respirer,N/A,2223
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,camemberti,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,organic_unspecified,2224
Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,bancrofti,,,,N/A,N/A,2225
Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,forsythia,Anaerobe,,,fermenter,carbohydrates,2226
Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,nodulans,Aerobe,,Pairs - Singles,respirer,c1_compounds,2227
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,chrysogenum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,2228
Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,autotrophicus,Aerobe,,,respirer,c1_compounds,2229
Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,populi,Aerobe,,Pairs - Singles,respirer,c1_compounds,2230
