id	kingdom	phylum	class_name	order_name	family	genus	species	genus_key	species_key	scientific_name	taxonomic_rank	ncbi_tax_id	gram_stain	oxygen_requirement	ph_preference	sporulation	energy_mode	primary_food_source	created_at	updated_at
2003	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	luteus	micrococcus	luteus	Micrococcus luteus	species	1270	Positive	Aerobe	NULL	Tetrads	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2004	Eubacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	mobilis	zymomonas	mobilis	Zymomonas mobilis	species	542	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2005	NULL	Cyanobacteria	NULL	Chroococcales	Microcystaceae	Microcystis	aeruginosa	microcystis	aeruginosa	Microcystis aeruginosa	species	1126	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2006	NULL	Cyanobacteria	NULL	Chroococcales	Microcystaceae	Microcystis	viridis	microcystis	viridis	Microcystis viridis	species	44822	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2007	NULL	Nematoda	Chromadorea	Rhabditida	Thelaziidae	Thelazia	callipaeda	thelazia	callipaeda	Thelazia callipaeda	species	103827	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2008	Eubacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	aurantiaca	micromonospora	aurantiaca	Micromonospora aurantiaca	species	47850	Positive	Aerobe	NULL	Sporulating	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2009	Eubacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	fusca	thermobifida	fusca	Thermobifida fusca	species	2021	Positive	Aerobe	NULL	Sporulating	respirator	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2010	NULL	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	chalcea	micromonospora	chalcea	Micromonospora chalcea	species	1874	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2011	NULL	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	barophilus	thermococcus	barophilus	Thermococcus barophilus	species	55802	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2012	NULL	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		micromonospora		Micromonospora	genus	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:03
2013	NULL	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	gammatolerans	thermococcus	gammatolerans	Thermococcus gammatolerans	species	187878	NULL	Anaerobe	NULL	Nonsporulating	fermenter	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2014	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum	canis	microsporum	canis	Microsporum canis	species	63405	NULL	Aerobe	NULL	Sporulating	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2015	NULL	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	onnurineus	thermococcus	onnurineus	Thermococcus onnurineus	species	342948	NULL	Anaerobe	NULL	Nonsporulating	fermenter	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2016	NULL	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microtetraspora	glauca	microtetraspora	glauca	Microtetraspora glauca	species	1996	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2017	NULL	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	sibiricus	thermococcus	sibiricus	Thermococcus sibiricus	species	172049	NULL	Anaerobic	NULL	Nonsporulating	fermenter	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2018	NULL	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Microvirgula	aerodenitrificans	microvirgula	aerodenitrificans	Microvirgula aerodenitrificans	species	57480	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2019	Eubacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	yellowstonii	thermodesulfovibrio	yellowstonii	Thermodesulfovibrio yellowstonii	species	28262	Negative	NULL	NULL	Nonsporulating	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2020	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	farinosa	millerozyma	farinosa	Millerozyma farinosa	species	4920	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2021	Eubacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	curvata	thermomonospora	curvata	Thermomonospora curvata	species	2020	Positive	Aerobic	NULL	Filaments	respirator	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:05
2022	Fungi	Microsporidia	NULL	NULL	NULL	Mitosporidium	daphniae	mitosporidium	daphniae	Mitosporidium daphniae	species	1485682	Positive	Anaerobe	NULL	Sporulating	fermenter	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2023	NULL	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	acidophilum	thermoplasma	acidophilum	Thermoplasma acidophilum	species	2303	NULL	Facultative anaerobe	NULL	Nonsporulating	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2024	Eubacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	jalaludinii	mitsuokella	jalaludinii	Mitsuokella jalaludinii	species	1410665	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
2025	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	thermophilus	thermothelomyces	thermophilus	Thermothelomyces thermophilus	species	78579	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2026	Eubacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	curtisii	mobiluncus	curtisii	Mobiluncus curtisii	species	2051	Positive	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2027	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	terrestris	thermothielavioides	terrestris	Thermothielavioides terrestris	species	2587410	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2028	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	antarcticus	moesziomyces	antarcticus	Moesziomyces antarcticus	species	84753	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2029	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	aphidis	moesziomyces	aphidis	Moesziomyces aphidis	species	84754	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2030	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	timidum	mogibacterium	timidum	Mogibacterium timidum	species	1401079	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
2031	Eubacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	maritima	thermotoga	maritima	Thermotoga maritima	species	2336	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2032	Eubacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	neapolitana	thermotoga	neapolitana	Thermotoga neapolitana	species	2337	Negative	Microaerophilic	NULL	Nonsporulating	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2033	Eubacteria	Deinococcus-thermus	Deinococci	Thermales	Thermaceae	Thermus	thermophilus	thermus	thermophilus	Thermus thermophilus	species	274	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2034	Eubacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	denitrificans	thiobacillus	denitrificans	Thiobacillus denitrificans	species	36861	Negative	Aerobe	NULL	Nonsporulating	respirator	inorganic	2026-06-19 10:03:03	2026-06-19 10:03:04
2035	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	indica	tilletia	indica	Tilletia indica	species	43049	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2036	Fungi	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Monoblepharidaceae	Monoblepharis	insignis	monoblepharis	insignis	Monoblepharis insignis	species	109953	Positive	Aerobic	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2037	Fungi	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	anomala	tilletiaria	anomala	Tilletiaria anomala	species	5281	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2038	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella	nivalis	monographella	nivalis	Monographella nivalis	species	101483	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2039	NULL	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistrella	mobilis	tistrella	mobilis	Tistrella mobilis	species	171437	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2040	Eubacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	thermoacetica	moorella	thermoacetica	Moorella thermoacetica	species	1525	Positive	Anaerobe	NULL	Sporulating	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2041	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Tomasiella	immunophila	tomasiella	immunophila	Tomasiella immunophila	species	NULL	Negative	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
2042	NULL	Cyanobacteria	NULL	Oscillatoriales	Oscillatoriaceae	Moorena	producens	moorena	producens	Moorena producens	species	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:03
2043	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	delbrueckii	torulaspora	delbrueckii	Torulaspora delbrueckii	species	4950	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)/reproduction by budding	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2044	Eubacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	catarrhalis	moraxella	catarrhalis	Moraxella catarrhalis	species	480	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2045	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	strelitziae	toxicocladosporium	strelitziae	Toxicocladosporium strelitziae	species	1196441	NULL	Aerobe	NULL	Sporulating	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2046	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	fuscus	mucor	fuscus	Mucor fuscus	species	708069	Positive	Aerobic	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2047	NULL	Nematoda	Chromadorea	Rhabditida	Toxocaridae	Toxocara	canis	toxocara	canis	Toxocara canis	species	6265	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2048	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	racemosus	mucor	racemosus	Mucor racemosus	species	4841	Positive	Aerobic	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2049	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Trabulsiella	guamensis	trabulsiella	guamensis	Trabulsiella guamensis	species	1005994	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2050	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Myceliophthora	lutea	myceliophthora	lutea	Myceliophthora lutea	species	1126944	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2051	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	versicolor	trametes	versicolor	Trametes versicolor	species	5325	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2052	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	avium	mycobacterium	avium	Mycobacterium avium	species	1764	Positive	Microaerophile	NULL	Singles	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2053	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	mesenterica	tremella	mesenterica	Tremella mesenterica	species	5217	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2054	NULL	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	fortuitum	mycobacterium	fortuitum	Mycobacterium fortuitum	species	NULL	NULL	Microaerophile	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:03
2055	Eubacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	denticola	treponema	denticola	Treponema denticola	species	158	Negative	Anaerobe	NULL	Singles	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2056	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	leprae	mycobacterium	leprae	Mycobacterium leprae	species	1769	Positive	Aerobe	NULL	Singles	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2057	Eubacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	pallidum	treponema	pallidum	Treponema pallidum	species	160	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2058	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	tuberculosis	mycobacterium	tuberculosis	Mycobacterium tuberculosis	species	1773	Positive	Aerobic	NULL	Singles	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2059	NULL	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Trichobilharzia	regenti	trichobilharzia	regenti	Trichobilharzia regenti	species	157069	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2060	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ulcerans	mycobacterium	ulcerans	Mycobacterium ulcerans	species	1809	Positive	Aerobe	NULL	Singles	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:05
2061	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	atroviride	trichoderma	atroviride	Trichoderma atroviride	species	63577	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2062	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	chelonae	mycobacteroides	chelonae	Mycobacteroides chelonae	species	1774	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2063	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	gamsii	trichoderma	gamsii	Trichoderma gamsii	species	398673	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2064	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	fortuitum	mycolicibacterium	fortuitum	Mycolicibacterium fortuitum	species	1766	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2065	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	longibrachiatum	trichoderma	longibrachiatum	Trichoderma longibrachiatum	species	5548	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2066	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	agalactiae	mycoplasma	agalactiae	Mycoplasma agalactiae	species	2110	Negative	Facultative	NULL	Singles	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2067	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	reesei	trichoderma	reesei	Trichoderma reesei	species	51453	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2068	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	alligatoris	mycoplasma	alligatoris	Mycoplasma alligatoris	species	47687	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2069	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	rubrum	trichophyton	rubrum	Trichophyton rubrum	species	5551	NULL	Aerobe	NULL	Sporulating	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2070	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	arthritidis	mycoplasma	arthritidis	Mycoplasma arthritidis	species	2111	Negative	Facultative	NULL	Singles	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2071	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	asahii	trichosporon	asahii	Trichosporon asahii	species	82508	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2072	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	bovis	mycoplasma	bovis	Mycoplasma bovis	species	28903	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2073	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	coremiiforme	trichosporon	coremiiforme	Trichosporon coremiiforme	species	82509	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2074	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	capricolum	mycoplasma	capricolum	Mycoplasma capricolum	species	2095	Negative	Facultative aerobe	NULL	Singles	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2075	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Trogia	venenata	trogia	venenata	Trogia venenata	species	1235292	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
2076	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	conjunctivae	mycoplasma	conjunctivae	Mycoplasma conjunctivae	species	45361	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2077	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Tropherymataceae	Tropheryma	whipplei	tropheryma	whipplei	Tropheryma whipplei	species	203267	Positive	Aerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2078	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	crocodyli	mycoplasma	crocodyli	Mycoplasma crocodyli	species	50052	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2079	Eubacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	pyogenes	trueperella	pyogenes	Trueperella pyogenes	species	1661	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
2080	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	fermentans	mycoplasma	fermentans	Mycoplasma fermentans	species	2115	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2081	NULL	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	brucei	trypanosoma	brucei	Trypanosoma brucei	species	5691	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2082	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	gallisepticum	mycoplasma	gallisepticum	Mycoplasma gallisepticum	species	2096	Negative	Facultative	NULL	Singles	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2083	Eubacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	sanguinis	turicibacter	sanguinis	Turicibacter sanguinis	species	154288	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2084	Eubacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	genitalium	mycoplasma	genitalium	Mycoplasma genitalium	species	2097	Negative	Facultative anaerobe	NULL	Singles	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
2085	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	nexilis	tyzzerella	nexilis	Tyzzerella nexilis	species	29361	Positive	Obligate anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
